,Количество комнат,Площадь,Этаж,Адрес,Цена в usd,Цена в kgs
0,2.0,56.26,11.0,"Бишкек,Горького-Алма-Атинская,Горького",50634.0,4350473.0
1,2.0,100.0,11.0,"Бишкек,9м-н,Суеркулова(бывшДонецкая)8/4/Тыныстанова",119000.0,10224480.0
2,1.0,42.0,1.0,"Бишкек,АЮGrand,ул.Анкара1/34",60000.0,5155200.0
3,3.0,102.57,12.0,"Бишкек,Горького-Алма-Атинская",92313.0,7931533.0
4,3.0,125.0,11.0,"Бишкек,Военторг,ТоголокМолдо135/Токтогула",205000.0,17613600.0
5,1.0,50.0,12.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",62500.0,5370000.0
6,2.0,80.0,6.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",90900.0,7810128.0
7,1.0,35.0,2.0,"Иссык-Кульскаяобласть,с.Кош-Коль",61000.0,5241120.0
8,1.0,33.0,5.0,"Иссык-Кульскаяобласть,Чолпон-Ата",59400.0,5103648.0
9,3.0,58.0,5.0,"Бишкек,Центральнаямечеть2",82000.0,7045440.0
10,2.0,56.26,11.0,"Бишкек,Горького-Алма-Атинская,Горького",50634.0,4350473.0
11,2.0,100.0,11.0,"Бишкек,9м-н,Суеркулова(бывшДонецкая)8/4/Тыныстанова",119000.0,10224480.0
12,1.0,42.0,1.0,"Бишкек,АЮGrand,ул.Анкара1/34",60000.0,5155200.0
13,3.0,102.57,12.0,"Бишкек,Горького-Алма-Атинская",92313.0,7931533.0
14,3.0,125.0,11.0,"Бишкек,Военторг,ТоголокМолдо135/Токтогула",205000.0,17613600.0
15,1.0,50.0,12.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",62500.0,5370000.0
16,2.0,80.0,6.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",90900.0,7810128.0
17,1.0,35.0,2.0,"Иссык-Кульскаяобласть,с.Кош-Коль",61000.0,5241120.0
18,1.0,33.0,5.0,"Иссык-Кульскаяобласть,Чолпон-Ата",59400.0,5103648.0
19,3.0,58.0,5.0,"Бишкек,Центральнаямечеть2",82000.0,7045440.0
20,2.0,56.26,11.0,"Бишкек,Кок-Жарж/м,ул.7Апреля/Молдокулова",50634.0,4350473.0
21,2.0,100.0,11.0,"Бишкек,Магистраль,БайтикБатыраКонтур5/Токомбаева",119000.0,10224480.0
22,1.0,42.0,1.0,"Бишкек,с.Кок-Джар,мкр.КокЖар",60000.0,5155200.0
23,3.0,102.57,12.0,"Бишкек,Джальскаябольница,Ахунбаева/Тыналиева",92313.0,7931533.0
24,3.0,125.0,11.0,"Бишкек,Джал-29м-н",205000.0,17613600.0
25,1.0,50.0,12.0,"Бишкек,Мед.академия,Абая62/Ахунбаева",62500.0,5370000.0
26,2.0,80.0,6.0,"Бишкек,МолодаяГвардия,Боконбаева249/МолодаяГвардия",90900.0,7810128.0
27,1.0,35.0,2.0,"Бишкек,Магистраль,БайтикБаатыра/Токомбаева",61000.0,5241120.0
28,1.0,33.0,5.0,"Бишкек,Ипподром126",59400.0,5103648.0
29,3.0,58.0,5.0,"Бишкек,Магистраль,просп.Мира82а/ЖусупаМамая",82000.0,7045440.0
30,2.0,56.26,11.0,"Бишкек,Военторг,Исанова71/Токтогула",50634.0,4350473.0
31,2.0,100.0,11.0,"Бишкек,Асанбайм-н13",119000.0,10224480.0
32,1.0,42.0,1.0,"Бишкек,Асанбайм-н,Куттубаева/Токомбаева",60000.0,5155200.0
33,3.0,102.57,12.0,"Бишкек,Магистраль,просп.ЧингизаАйтматова82/2/Масалиева",92313.0,7931533.0
34,3.0,125.0,11.0,"Бишкек,Политех,г.Бишкек,ул.Целинная21(районПолитех)",205000.0,17613600.0
35,1.0,50.0,12.0,"Бишкек,Магистраль,Дуйшеева8/Токомбаева",62500.0,5370000.0
36,2.0,80.0,6.0,"Бишкек,Юбилейка",90900.0,7810128.0
37,1.0,35.0,2.0,"Бишкек,7м-н,Сухэ-Батора/А.Токомбаева",61000.0,5241120.0
38,1.0,33.0,5.0,"Бишкек,Магистраль,ул.Советская/Магистраль",59400.0,5103648.0
39,3.0,58.0,5.0,"Бишкек,Асанбайм-н,Сухэ-Батора/Токомбаева",82000.0,7045440.0
40,2.0,56.26,11.0,"Бишкек,Магистраль",50634.0,4350473.0
41,2.0,100.0,11.0,"Бишкек,Магистраль",119000.0,10224480.0
42,1.0,42.0,1.0,"Бишкек,Золотойквадрат",60000.0,5155200.0
43,3.0,102.57,12.0,"Бишкек,Золотойквадрат",92313.0,7931533.0
44,3.0,125.0,11.0,"Бишкек,Магистраль",205000.0,17613600.0
45,1.0,50.0,12.0,"Бишкек,Магистраль",62500.0,5370000.0
46,2.0,80.0,6.0,"Бишкек,Моссовет",90900.0,7810128.0
47,1.0,35.0,2.0,"Бишкек,СкверТоголокМолдо,Чуйкова/Коёнкозова",61000.0,5241120.0
48,1.0,33.0,5.0,"Бишкек,Магистраль",59400.0,5103648.0
49,3.0,58.0,5.0,"Бишкек,Старыйаэропорт",82000.0,7045440.0
50,2.0,68.0,3.0,"Бишкек,Советская-Скрябина",101257.0,8700000.0
51,1.0,45.4,14.0,"Бишкек,Магистраль",55000.0,4725600.0
52,1.0,41.0,14.0,"Бишкек,Советская-Скрябина",42500.0,3651600.0
53,2.0,58.0,7.0,"Бишкек,Магистраль",82000.0,7045440.0
54,1.0,44.0,7.0,"Бишкек,Магистраль",66000.0,5670720.0
55,3.0,115.0,12.0,"Бишкек,10м-н",98000.0,8420160.0
56,2.0,46.0,1.0,"Бишкек,Магистраль,БайтикБаатыра/Токомбаева",59000.0,5069280.0
57,1.0,45.39,14.0,"Бишкек,Алматинка-Магистраль",53500.0,4596720.0
58,1.0,48.0,16.0,"Бишкек,Магистраль",36000.0,3093120.0
59,3.0,99.6,3.0,"Бишкек,Дворецспорта,Рыскулова79б",135000.0,11599200.0
60,2.0,56.26,11.0,"Бишкек,ПаркАтатюрк,Малдыбаева45",50634.0,4350473.0
61,2.0,100.0,11.0,"Иссык-Кульскаяобласть,с.Сары-Ой,Сары-Ой,ул.Нурдоолотата90а",119000.0,10224480.0
62,1.0,42.0,1.0,"Бишкек,Магистраль,пр-тЧ.Айтматова/А.Масалиева",60000.0,5155200.0
63,3.0,102.57,12.0,"Бишкек,Магистраль",92313.0,7931533.0
64,3.0,125.0,11.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",205000.0,17613600.0
65,1.0,50.0,12.0,"Бишкек,Джал-23м-н(НижнийДжал)",62500.0,5370000.0
66,2.0,80.0,6.0,"Бишкек,Магистраль,ул.Куттубаева,15",90900.0,7810128.0
67,1.0,35.0,2.0,"Бишкек,Городокэнергетиков",61000.0,5241120.0
68,1.0,33.0,5.0,"Бишкек,Советская-Скрябина,Абая/Ахунбаева",59400.0,5103648.0
69,3.0,58.0,5.0,"Бишкек,Гагарина,ТимураФрунзе/Гагарина",82000.0,7045440.0
70,2.0,56.26,11.0,"Бишкек,Тунгучм-н",50634.0,4350473.0
71,2.0,100.0,11.0,"Бишкек,Горького-Алма-Атинская,Горького",119000.0,10224480.0
72,1.0,42.0,1.0,"Бишкек,Золотойквадрат,Московская/Панфилова",60000.0,5155200.0
73,3.0,102.57,12.0,"Бишкек,ПаркПанфилова/Спартак,Панфилова190/1",92313.0,7931533.0
74,3.0,125.0,11.0,"Бишкек,Гагарина",205000.0,17613600.0
75,1.0,50.0,12.0,"Бишкек,Московская-Белинка",62500.0,5370000.0
76,2.0,80.0,6.0,"Бишкек,7м-н,Сухэ-Батора/А.Токомбаева",90900.0,7810128.0
77,1.0,35.0,2.0,"Бишкек,7м-н",61000.0,5241120.0
78,1.0,33.0,5.0,"Бишкек,АЮGrand,ул.Анкар1/19",59400.0,5103648.0
79,3.0,58.0,5.0,"Бишкек,Политех,Ахунбаева169/1",82000.0,7045440.0
80,2.0,68.0,3.0,"Бишкек,7м-н,Сухэ-Батора/А.Токомбаева",101257.0,8700000.0
81,1.0,45.4,14.0,"Бишкек,7м-н",55000.0,4725600.0
82,1.0,41.0,14.0,"Бишкек,АЮGrand,ул.Анкар1/19",42500.0,3651600.0
83,2.0,58.0,7.0,"Бишкек,Политех,Ахунбаева169/1",82000.0,7045440.0
84,1.0,44.0,7.0,"Бишкек,Гагарина,Джал,ул.Курчатова81",66000.0,5670720.0
85,3.0,115.0,12.0,"Бишкек,Магистраль,ул.А.Малдыбаева277(пер.ул.А.Масалиева)",98000.0,8420160.0
86,2.0,46.0,1.0,"Бишкек,Магистраль,Бакаева/Ю.Магистраль",59000.0,5069280.0
87,1.0,45.39,14.0,"Бишкек,Советская-Скрябина,Абая/Ахунбаева",53500.0,4596720.0
88,1.0,48.0,16.0,"Бишкек,Магистраль,Малдыбаева279/Юж.Магистраль",36000.0,3093120.0
89,3.0,99.6,3.0,"Бишкек,Бишкек-Парк,Токтогула/Исанова",135000.0,11599200.0
90,3.0,93.0,7.0,"Бишкек,Магистраль,Куттубаева/ЮжнаяМагистраль",159000.0,13661280.0
91,4.0,81.8,4.0,"Бишкек,Московская-Уметалиева,Боконбаева204/Уметалиева",119990.0,10309541.0
92,3.0,121.0,5.0,"Бишкек,с.Кок-Джар,мкр.КокЖар",172000.0,14778240.0
93,4.0,145.0,3.0,"Бишкек,Магистраль,АалыТокомбаева",205000.0,17613600.0
94,2.0,70.0,6.0,"Бишкек,Военторг,ТоголокМолдо/Токтогула",119000.0,10224480.0
95,3.0,152.0,13.0,"Бишкек,с.Кок-Джар,мкр.КокЖар",220000.0,18902400.0
96,1.0,43.0,11.0,"Бишкек,Филармония",68000.0,5842560.0
97,3.0,120.0,1.0,"Бишкек,Горького-Алма-Атинская,Горького/Алматинка",138000.0,11856960.0
98,3.0,132.0,13.0,"Бишкек,Кок-Жарж/м,Ахунбаева/Молдокулова",165000.0,14176800.0
99,4.0,120.0,8.0,"Бишкек,КНУ,Уметалиева/Жумабека",245000.0,21050400.0
100,2.0,56.26,11.0,"Бишкек,Золотойквадрат,Орозбекова/Чокморова",50634.0,4350473.0
101,2.0,100.0,11.0,"Бишкек,Дворецспорта",119000.0,10224480.0
102,1.0,42.0,1.0,"Бишкек,ВерхнийДжалм-н,Тыналиева7/Тыналиева1а",60000.0,5155200.0
103,3.0,102.57,12.0,"Бишкек,Кок-Жарж/м,Ахунбаева/Куйручук",92313.0,7931533.0
104,3.0,125.0,11.0,"Бишкек,Восток-5м-н,Кийизбаева",205000.0,17613600.0
105,1.0,50.0,12.0,"Бишкек,Старыйаэропорт",62500.0,5370000.0
106,2.0,80.0,6.0,"Бишкек,Магистраль,ул.Токомбаева/Куттубаева",90900.0,7810128.0
107,1.0,35.0,2.0,"Бишкек,Магистраль,ул.Токомбаева/Куттубаева",61000.0,5241120.0
108,1.0,33.0,5.0,"Бишкек,Чуй-Алматинка,Чуй/Картинка",59400.0,5103648.0
109,3.0,58.0,5.0,"Бишкек,Магистраль,пр-тЧ.Айтматова/А.Масалиева",82000.0,7045440.0
110,2.0,56.26,11.0,"Бишкек,Магистраль,А.Токомбаева/А.Куттубаева",50634.0,4350473.0
111,2.0,100.0,11.0,"Бишкек,Советская-Скрябина,Медерова44/2/Жукеева-Пудовкина",119000.0,10224480.0
112,1.0,42.0,1.0,"Бишкек,с.Кок-Джар,мкр.КокЖар",60000.0,5155200.0
113,3.0,102.57,12.0,"Бишкек,Киргизия1ж/м",92313.0,7931533.0
114,3.0,125.0,11.0,"Бишкек,АкКеме,Джунусалиева/АжыбекБаатыра",205000.0,17613600.0
115,1.0,50.0,12.0,"Бишкек,Алматинка-Магистраль,12мкр,ул.А.Токомбаева/СаякбайКаралаев",62500.0,5370000.0
116,2.0,80.0,6.0,"Бишкек,Джал-29м-н,Садырбаева258а",90900.0,7810128.0
117,1.0,35.0,2.0,"Бишкек,СреднийДжалм-н,Тыналиева1/3",61000.0,5241120.0
118,1.0,33.0,5.0,"Бишкек,с.Кок-Джар,с.Кок-Жар,ул.КонкурОсмона",59400.0,5103648.0
119,3.0,58.0,5.0,"Бишкек,Баха,Коперника",82000.0,7045440.0
120,2.0,68.0,3.0,"Бишкек,АкКеме,Джунусалиева/АжыбекБаатыра",101257.0,8700000.0
121,1.0,45.4,14.0,"Бишкек,Бишкек-Парк",55000.0,4725600.0
122,1.0,41.0,14.0,"Бишкек,ДордойПлаза",42500.0,3651600.0
123,2.0,58.0,7.0,"Бишкек,12м-н",82000.0,7045440.0
124,1.0,44.0,7.0,"Бишкек,Магистраль,ЮжнаяМагистраль/Малдыбаева",66000.0,5670720.0
125,3.0,115.0,12.0,"Бишкек,8м-н,ЖПудовкина",98000.0,8420160.0
126,2.0,46.0,1.0,"Бишкек,Джальскаябольница,ул.Айни73",59000.0,5069280.0
127,1.0,45.39,14.0,"Бишкек,с.Кок-Джар,с.Кок-Жар,ул.КонурОсмона",53500.0,4596720.0
128,1.0,48.0,16.0,"Бишкек,Джал15м-н,Ахунбаева/Тыналиева",36000.0,3093120.0
129,3.0,99.6,3.0,"Бишкек,5м-н,Каралаева",135000.0,11599200.0
130,3.0,93.0,7.0,"Бишкек,ЦУМ,Киевская/Тыныстанова",159000.0,13661280.0
131,4.0,81.8,4.0,"Бишкек,Джальскаябольница,Ахунбаева-Тыналиева",119990.0,10309541.0
132,3.0,121.0,5.0,"Бишкек,VEFA",172000.0,14778240.0
133,4.0,145.0,3.0,"Бишкек,Золотойквадрат",205000.0,17613600.0
134,2.0,70.0,6.0,"Бишкек,Магистраль,Куттубаева/ЮжнаяМагистраль",119000.0,10224480.0
135,3.0,152.0,13.0,"Бишкек,Кок-Жарж/м,7Апреля27/1",220000.0,18902400.0
136,1.0,43.0,11.0,"Бишкек,Джал15м-н",68000.0,5842560.0
137,3.0,120.0,1.0,"Бишкек,Аламедин-1м-н",138000.0,11856960.0
138,3.0,132.0,13.0,"Бишкек,Магистраль",165000.0,14176800.0
139,4.0,120.0,8.0,"Бишкек,ЦУМ,Киевская/Тыныстанова",245000.0,21050400.0
140,2.0,78.0,15.0,"Бишкек,АкКеме,Джунусалиева/АжыбекБаатыра",113100.0,9717552.0
141,2.0,103.0,8.0,"Бишкек,Магистраль,Тыналиева34/4/Магистраль",108150.0,9292248.0
142,4.0,164.0,4.0,"Бишкек,7м-н",320000.0,27494400.0
143,4.0,164.0,4.0,"Бишкек,Горького-Алма-Атинская,Горького-7-апреля",320000.0,27494400.0
144,3.0,122.0,4.0,"Бишкек,Магистраль,Южнаямагистраль43б/Бакаева",131760.0,11320819.0
145,2.0,80.0,5.0,"Бишкек,Магистраль",127000.0,10911840.0
146,3.0,87.0,2.0,"Бишкек,с.Кок-Джар",140000.0,12028800.0
147,2.0,49.0,3.0,"Бишкек,НижнийТокольдош,ул.Кийизбаева/Передовая(мкрн.""Восток-5"")",79000.0,6787680.0
148,2.0,44.0,8.0,"Бишкек,Старыйаэропорт,АжыбекБаатырастр.2/1-2",77000.0,6615840.0
149,4.0,157.0,10.0,"Бишкек,Магистраль,БайтикБаатыра(недалекоотЮжныхворот)",164693.0,14150423.0
150,2.0,56.26,11.0,"Бишкек,Джал-23м-н(НижнийДжал),Ахунбаева/Баха",50634.0,4350473.0
151,2.0,100.0,11.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",119000.0,10224480.0
152,1.0,42.0,1.0,"Бишкек,с.Кок-Джар,с.Кок-Жар,ул.КонурОсмона",60000.0,5155200.0
153,3.0,102.57,12.0,"Бишкек,Магистраль,ул.А.Малдыбаева277(пер.ул.А.Масалиева)",92313.0,7931533.0
154,3.0,125.0,11.0,"Бишкек,АЮGrand,ул.Анкар1/19",205000.0,17613600.0
155,1.0,50.0,12.0,"Бишкек,Магистраль,Токомбаеваюжмагистраль/Советская",62500.0,5370000.0
156,2.0,80.0,6.0,"Бишкек,Магистраль,ул.А.Малдыбаева277(пер.ул.А.Масалиева)",90900.0,7810128.0
157,1.0,35.0,2.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",61000.0,5241120.0
158,1.0,33.0,5.0,"Бишкек,Магистраль,пр.Ч.Айтматова82/2",59400.0,5103648.0
159,3.0,58.0,5.0,"Бишкек,Магистраль,Магистраль/Ч.Айтматова",82000.0,7045440.0
160,2.0,56.26,11.0,"Бишкек,Магистраль,ул.А.Малдыбаева277(пер.ул.А.Масалиева)",50634.0,4350473.0
161,2.0,100.0,11.0,"Бишкек,Джал15м-н,Ахунбаева/Тыналиева",119000.0,10224480.0
162,1.0,42.0,1.0,"Бишкек,АкадемияНаук,Турусбекова/Рыскулова",60000.0,5155200.0
163,3.0,102.57,12.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",92313.0,7931533.0
164,3.0,125.0,11.0,"Бишкек,АзияМолл,Ч.Айтматова(пр.Мира)36",205000.0,17613600.0
165,1.0,50.0,12.0,"Бишкек,Кок-Жарж/м",62500.0,5370000.0
166,2.0,80.0,6.0,"Бишкек,Московская-Белинка,Турусбекова/Московская",90900.0,7810128.0
167,1.0,35.0,2.0,"Бишкек,Магистраль,СухеБатора/ЮжнаяМагистраль",61000.0,5241120.0
168,1.0,33.0,5.0,"Бишкек,Магистраль,Сухабатора/А.Токомбаевамагистраль",59400.0,5103648.0
169,3.0,58.0,5.0,"Бишкек,АЮGrand,ул.Анкар1/19",82000.0,7045440.0
170,2.0,68.0,3.0,"Бишкек,с.Кок-Джар,Сейте-ка",101257.0,8700000.0
171,1.0,45.4,14.0,"Бишкек,Госрегистр,Л.Толстогоипр.ЧынгызаАйтматова",55000.0,4725600.0
172,1.0,41.0,14.0,"Бишкек,Магистраль,ДУЙШЕЕВА/МОЛДОБАСАНОВА(НАПРОТИВШК.ГАЗПРОМ)",42500.0,3651600.0
173,2.0,58.0,7.0,"Бишкек,Магистраль,Б.Баатыра/А.Токомбаева",82000.0,7045440.0
174,1.0,44.0,7.0,"Бишкек,Джальскаябольница,Тыналиева2/21",66000.0,5670720.0
175,3.0,115.0,12.0,"Бишкек,Магистраль,Сухэ-Батора/Токомбаева",98000.0,8420160.0
176,2.0,46.0,1.0,"Бишкек,Магистраль,Токомбаева-Сухэ-батора",59000.0,5069280.0
177,1.0,45.39,14.0,"Бишкек,Магистраль,Куттубаева/Южн.Магистраль",53500.0,4596720.0
178,1.0,48.0,16.0,"Бишкек,Баха,Курчатова",36000.0,3093120.0
179,3.0,99.6,3.0,"Иссык-Кульскаяобласть,Чолпон-Ата1",135000.0,11599200.0
180,3.0,93.0,7.0,"Бишкек,Госрегистр,Л.Толстогоипр.ЧынгызаАйтматова",159000.0,13661280.0
181,4.0,81.8,4.0,"Бишкек,Магистраль,Токомбаева-Сухэ-батора",119990.0,10309541.0
182,3.0,121.0,5.0,"Бишкек,Арча-Бешикж/м",172000.0,14778240.0
183,4.0,145.0,3.0,"Бишкек,Магистраль,СухеБатора/ЮжнаяМагистраль",205000.0,17613600.0
184,2.0,70.0,6.0,"Бишкек,Магистраль,Сухэ-Батора/Токомбаева",119000.0,10224480.0
185,3.0,152.0,13.0,"Бишкек,СреднийДжалм-н7",220000.0,18902400.0
186,1.0,43.0,11.0,"Бишкек,Магистраль,СухэБатора/ЮжнаяМагистраль",68000.0,5842560.0
187,3.0,120.0,1.0,"Бишкек,Магистраль,Токомбаева-Сухэ-батора",138000.0,11856960.0
188,3.0,132.0,13.0,"Бишкек,Арча-Бешикж/м,ул.Баха/ЮжнаяМагистраль",165000.0,14176800.0
189,4.0,120.0,8.0,"Бишкек,Восток-5м-н14/2",245000.0,21050400.0
190,2.0,78.0,15.0,"Бишкек,Магистраль,ул.Малдыбаева,261",113100.0,9717552.0
191,2.0,103.0,8.0,"Бишкек,Магистраль,Токомбаева-Сухэ-батора",108150.0,9292248.0
192,4.0,164.0,4.0,"Бишкек,Магистраль,пр.Ч.Айтматова82/2",320000.0,27494400.0
193,4.0,164.0,4.0,"Бишкек,Магистраль,СухеБатора/ЮжнаяМагистраль",320000.0,27494400.0
194,3.0,122.0,4.0,"Бишкек,Магистраль,СухеБатора/ЮжнаяМагистраль",131760.0,11320819.0
195,2.0,80.0,5.0,"Бишкек,Госрегистр,Л.Толстогоипр.ЧынгызаАйтматова",127000.0,10911840.0
196,3.0,87.0,2.0,"Бишкек,Магистраль,Ч.Айтматова/Магистраль",140000.0,12028800.0
197,2.0,49.0,3.0,"Бишкек,Пишпекж/м,ул.ЛьваТолстого-Крылова",79000.0,6787680.0
198,2.0,44.0,8.0,"Бишкек,Магистраль,просп.Айтматова/ул.Масалиева",77000.0,6615840.0
199,4.0,157.0,10.0,"Бишкек,Восток-5м-н",164693.0,14150423.0
200,2.0,65.0,12.0,"Бишкек,Пишпекж/м,ул.ЛьваТолстого-Крылова",72000.0,6186240.0
201,3.0,144.0,8.0,"Бишкек,Джальскаябольница,Ахунбаева-Тыналиева",115200.0,9897984.0
202,2.0,78.0,8.0,"Бишкек,Магистраль,Б.Баатыра/А.Токомбаева",111000.0,9537120.0
203,2.0,103.0,10.0,"Бишкек,Магистраль,ул.Малдыбаева,261",113300.0,9734736.0
204,2.0,68.0,13.0,"Бишкек,Магистраль,ДУЙШЕЕВА/МОЛДОБАСАНОВА(НАПРОТИВШК.ГАЗПРОМ)",74120.0,6368390.0
205,3.0,126.0,9.0,"Бишкек,Джальскаябольница,Ахунбаева-Тыналиева",207900.0,17862768.0
206,1.0,45.0,15.0,"Бишкек,Магистраль,СухэБатора/Токомбаева",50500.0,4338960.0
207,1.0,47.0,8.0,"Бишкек,Магистраль,Куттубаева/Южн.Магистраль",61500.0,5284080.0
208,3.0,152.0,3.0,"Бишкек,Юбилейка,ЛьваТолстого/Тыныстанова",243200.0,20895744.0
209,2.0,57.0,9.0,"Бишкек,Магистраль,ДУЙШЕЕВА/МОЛДОБАСАНОВА(НАПРОТИВШК.ГАЗПРОМ)",117000.0,10052640.0
210,2.0,56.26,11.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",50634.0,4350473.0
211,2.0,100.0,11.0,"Бишкек,АкЭмиррынок",119000.0,10224480.0
212,1.0,42.0,1.0,"Бишкек,Магистраль,СухеБатора/ЮжнаяМагистраль",60000.0,5155200.0
213,3.0,102.57,12.0,"Бишкек,Юбилейка,ЛьваТолстого/Тыныстанова",92313.0,7931533.0
214,3.0,125.0,11.0,"Бишкек,Магистраль,просп.ЧингизаАйтматова82/2/Масалиева",205000.0,17613600.0
215,1.0,50.0,12.0,"Бишкек,Джал15м-н",62500.0,5370000.0
216,2.0,80.0,6.0,"Бишкек,Баха,Курчатова/Ахунбаева",90900.0,7810128.0
217,1.0,35.0,2.0,"Бишкек,Магистраль,СухеБатора/ЮжнаяМагистраль",61000.0,5241120.0
218,1.0,33.0,5.0,"Бишкек,АкКеме,Джунусалиева/АжыбекБаатыра",59400.0,5103648.0
219,3.0,58.0,5.0,"Бишкек,Магистраль,Куттубаева/Южн.Магистраль",82000.0,7045440.0
220,2.0,56.26,11.0,"Бишкек,Уланм-н",50634.0,4350473.0
221,2.0,100.0,11.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",119000.0,10224480.0
222,1.0,42.0,1.0,"Бишкек,Джальскаябольница,Ахунбаева-Тыналиева",60000.0,5155200.0
223,3.0,102.57,12.0,"Бишкек,Магистраль,СухеБатора/ЮжнаяМагистраль",92313.0,7931533.0
224,3.0,125.0,11.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",205000.0,17613600.0
225,1.0,50.0,12.0,"Бишкек,Золотойквадрат,ТоголокМолдо/Московская",62500.0,5370000.0
226,2.0,80.0,6.0,"Бишкек,Баха",90900.0,7810128.0
227,1.0,35.0,2.0,"Бишкек,Джальскаябольница,Ахунбаева-Тыналиева",61000.0,5241120.0
228,1.0,33.0,5.0,"Бишкек,КНУ,Фрунзе571/Уметалиева",59400.0,5103648.0
229,3.0,58.0,5.0,"Бишкек,Арча-Бешикж/м,ул.Баха/ЮжнаяМагистраль",82000.0,7045440.0
230,2.0,68.0,3.0,"Бишкек,Джальскаябольница,Ахунбаева-Тыналиева",101257.0,8700000.0
231,1.0,45.4,14.0,"Бишкек,Центральнаямечеть,Ибраимова/Боконбаева",55000.0,4725600.0
232,1.0,41.0,14.0,"Бишкек,КарлаМаркса",42500.0,3651600.0
233,2.0,58.0,7.0,"Бишкек,Тунгучм-н",82000.0,7045440.0
234,1.0,44.0,7.0,"Бишкек,СкверТоголокМолдо,Логвиненко/Чуйкова",66000.0,5670720.0
235,3.0,115.0,12.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",98000.0,8420160.0
236,2.0,46.0,1.0,"Бишкек,Ошскийрынок,Рыскулова110",59000.0,5069280.0
237,1.0,45.39,14.0,"Бишкек,АкКеме,Джунусалиева/АжыбекБаатыра",53500.0,4596720.0
238,1.0,48.0,16.0,"Бишкек,Магистраль,Б.БаатыраА/А.Токомбаева",36000.0,3093120.0
239,3.0,99.6,3.0,"Бишкек,Госрегистр,Л.Толстогоипр.ЧынгызаАйтматова",135000.0,11599200.0
240,3.0,93.0,7.0,"Бишкек,Магистраль,Байтик-Баатыра/А.Токомбаева",159000.0,13661280.0
241,4.0,81.8,4.0,"Бишкек,Джальскаябольница,Айни73/Островского",119990.0,10309541.0
242,3.0,121.0,5.0,"Бишкек,АкКеме,Джунусалиева/АжыбекБаатыра",172000.0,14778240.0
243,4.0,145.0,3.0,"Бишкек,Магистраль",205000.0,17613600.0
244,2.0,70.0,6.0,"Бишкек,Магистраль,АалыТокомбаева",119000.0,10224480.0
245,3.0,152.0,13.0,"Бишкек,Магистраль,БайтикБаатыра1А/Юж.Магистраль",220000.0,18902400.0
